index,GridID,TimeInterval,DataCount
1108,27.0,2012-11-01 01:40:00-2012-11-01 02:00:00,11
3382,58.0,2012-11-01 01:40:00-2012-11-01 02:00:00,18
3092,54.0,2012-11-01 01:40:00-2012-11-01 02:00:00,12
6041,95.0,2012-11-01 01:40:00-2012-11-01 02:00:00,7
6318,99.0,2012-11-01 01:40:00-2012-11-01 02:00:00,4
4653,75.0,2012-11-01 01:40:00-2012-11-01 02:00:00,11
756,22.0,2012-11-01 01:40:00-2012-11-01 02:00:00,3
964,25.0,2012-11-01 01:40:00-2012-11-01 02:00:00,4
2628,48.0,2012-11-01 01:40:00-2012-11-01 02:00:00,24
3711,62.0,2012-11-01 01:40:00-2012-11-01 02:00:00,5
2946,52.0,2012-11-01 01:40:00-2012-11-01 02:00:00,23
823,23.0,2012-11-01 01:40:00-2012-11-01 02:00:00,6
1886,38.0,2012-11-01 01:40:00-2012-11-01 02:00:00,10
2483,46.0,2012-11-01 01:40:00-2012-11-01 02:00:00,37
5284,84.0,2012-11-01 01:40:00-2012-11-01 02:00:00,34
1597,34.0,2012-11-01 01:40:00-2012-11-01 02:00:00,16
4378,71.0,2012-11-01 01:40:00-2012-11-01 02:00:00,1
2410,45.0,2012-11-01 01:40:00-2012-11-01 02:00:00,10
4071,67.0,2012-11-01 01:40:00-2012-11-01 02:00:00,58
6111,96.0,2012-11-01 01:40:00-2012-11-01 02:00:00,22
1249,29.0,2012-11-01 01:40:00-2012-11-01 02:00:00,2
318,15.0,2012-11-01 01:40:00-2012-11-01 02:00:00,9
2700,49.0,2012-11-01 01:40:00-2012-11-01 02:00:00,14
4725,76.0,2012-11-01 01:40:00-2012-11-01 02:00:00,15
5501,87.0,2012-11-01 01:40:00-2012-11-01 02:00:00,11
3163,55.0,2012-11-01 01:40:00-2012-11-01 02:00:00,16
3925,65.0,2012-11-01 01:40:00-2012-11-01 02:00:00,9
1671,35.0,2012-11-01 01:40:00-2012-11-01 02:00:00,17
2877,51.0,2012-11-01 01:40:00-2012-11-01 02:00:00,2
4216,69.0,2012-11-01 01:40:00-2012-11-01 02:00:00,10
4798,77.0,2012-11-01 01:40:00-2012-11-01 02:00:00,15
4580,74.0,2012-11-01 01:40:00-2012-11-01 02:00:00,16
5644,89.0,2012-11-01 01:40:00-2012-11-01 02:00:00,1
691,21.0,2012-11-01 01:40:00-2012-11-01 02:00:00,1
4435,72.0,2012-11-01 01:40:00-2012-11-01 02:00:00,12
3018,53.0,2012-11-01 01:40:00-2012-11-01 02:00:00,21
5211,83.0,2012-11-01 01:40:00-2012-11-01 02:00:00,17
6249,98.0,2012-11-01 01:40:00-2012-11-01 02:00:00,5
4871,78.0,2012-11-01 01:40:00-2012-11-01 02:00:00,15
2340,44.0,2012-11-01 01:40:00-2012-11-01 02:00:00,24
390,16.0,2012-11-01 01:40:00-2012-11-01 02:00:00,1
3851,64.0,2012-11-01 01:40:00-2012-11-01 02:00:00,11
1180,28.0,2012-11-01 01:40:00-2012-11-01 02:00:00,5
5898,93.0,2012-11-01 01:40:00-2012-11-01 02:00:00,1
1524,33.0,2012-11-01 01:40:00-2012-11-01 02:00:00,31
2812,50.0,2012-11-01 01:40:00-2012-11-01 02:00:00,2
5356,85.0,2012-11-01 01:40:00-2012-11-01 02:00:00,23
1036,26.0,2012-11-01 01:40:00-2012-11-01 02:00:00,19
3236,56.0,2012-11-01 01:40:00-2012-11-01 02:00:00,13
5429,86.0,2012-11-01 01:40:00-2012-11-01 02:00:00,9
2878,51.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
4285,7.0,2012-11-01 02:00:00-2012-11-01 02:20:00,2
1109,27.0,2012-11-01 02:00:00-2012-11-01 02:20:00,12
5970,94.0,2012-11-01 02:00:00-2012-11-01 02:20:00,2
3999,66.0,2012-11-01 02:00:00-2012-11-01 02:20:00,23
3852,64.0,2012-11-01 02:00:00-2012-11-01 02:20:00,13
2701,49.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
2947,52.0,2012-11-01 02:00:00-2012-11-01 02:20:00,23
1743,36.0,2012-11-01 02:00:00-2012-11-01 02:20:00,1
4072,67.0,2012-11-01 02:00:00-2012-11-01 02:20:00,47
610,2.0,2012-11-01 02:00:00-2012-11-01 02:20:00,2
5502,87.0,2012-11-01 02:00:00-2012-11-01 02:20:00,6
2411,45.0,2012-11-01 02:00:00-2012-11-01 02:20:00,15
1598,34.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
2484,46.0,2012-11-01 02:00:00-2012-11-01 02:20:00,26
3712,62.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
2341,44.0,2012-11-01 02:00:00-2012-11-01 02:20:00,15
1525,33.0,2012-11-01 02:00:00-2012-11-01 02:20:00,18
1037,26.0,2012-11-01 02:00:00-2012-11-01 02:20:00,11
5899,93.0,2012-11-01 02:00:00-2012-11-01 02:20:00,1
5574,88.0,2012-11-01 02:00:00-2012-11-01 02:20:00,13
53,11.0,2012-11-01 02:00:00-2012-11-01 02:20:00,2
4436,72.0,2012-11-01 02:00:00-2012-11-01 02:20:00,16
5100,81.0,2012-11-01 02:00:00-2012-11-01 02:20:00,2
965,25.0,2012-11-01 02:00:00-2012-11-01 02:20:00,2
1672,35.0,2012-11-01 02:00:00-2012-11-01 02:20:00,20
3237,56.0,2012-11-01 02:00:00-2012-11-01 02:20:00,10
3457,59.0,2012-11-01 02:00:00-2012-11-01 02:20:00,12
3524,6.0,2012-11-01 02:00:00-2012-11-01 02:20:00,2
5157,82.0,2012-11-01 02:00:00-2012-11-01 02:20:00,2
2269,43.0,2012-11-01 02:00:00-2012-11-01 02:20:00,15
3164,55.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
4508,73.0,2012-11-01 02:00:00-2012-11-01 02:20:00,12
3019,53.0,2012-11-01 02:00:00-2012-11-01 02:20:00,6
1455,32.0,2012-11-01 02:00:00-2012-11-01 02:20:00,3
6112,96.0,2012-11-01 02:00:00-2012-11-01 02:20:00,11
4654,75.0,2012-11-01 02:00:00-2012-11-01 02:20:00,8
824,23.0,2012-11-01 02:00:00-2012-11-01 02:20:00,10
2629,48.0,2012-11-01 02:00:00-2012-11-01 02:20:00,30
2557,47.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
4217,69.0,2012-11-01 02:00:00-2012-11-01 02:20:00,4
5710,9.0,2012-11-01 02:00:00-2012-11-01 02:20:00,1
895,24.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
4145,68.0,2012-11-01 02:00:00-2012-11-01 02:20:00,39
4799,77.0,2012-11-01 02:00:00-2012-11-01 02:20:00,8
5357,85.0,2012-11-01 02:00:00-2012-11-01 02:20:00,17
5430,86.0,2012-11-01 02:00:00-2012-11-01 02:20:00,18
2127,41.0,2012-11-01 02:00:00-2012-11-01 02:20:00,3
3781,63.0,2012-11-01 02:00:00-2012-11-01 02:20:00,24
3383,58.0,2012-11-01 02:00:00-2012-11-01 02:20:00,26
1181,28.0,2012-11-01 02:00:00-2012-11-01 02:20:00,6
391,16.0,2012-11-01 02:00:00-2012-11-01 02:20:00,4
6042,95.0,2012-11-01 02:00:00-2012-11-01 02:20:00,13
3093,54.0,2012-11-01 02:00:00-2012-11-01 02:20:00,11
5212,83.0,2012-11-01 02:00:00-2012-11-01 02:20:00,9
3310,57.0,2012-11-01 02:00:00-2012-11-01 02:20:00,52
3589,60.0,2012-11-01 02:00:00-2012-11-01 02:20:00,7
1815,37.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
460,17.0,2012-11-01 02:00:00-2012-11-01 02:20:00,4
2198,42.0,2012-11-01 02:00:00-2012-11-01 02:20:00,6
1887,38.0,2012-11-01 02:00:00-2012-11-01 02:20:00,11
4726,76.0,2012-11-01 02:00:00-2012-11-01 02:20:00,5
4872,78.0,2012-11-01 02:00:00-2012-11-01 02:20:00,7
4581,74.0,2012-11-01 02:00:00-2012-11-01 02:20:00,14
319,15.0,2012-11-01 02:00:00-2012-11-01 02:20:00,4
3926,65.0,2012-11-01 02:00:00-2012-11-01 02:20:00,11
6250,98.0,2012-11-01 02:00:00-2012-11-01 02:20:00,8
5285,84.0,2012-11-01 02:00:00-2012-11-01 02:20:00,35
185,13.0,2012-11-01 02:00:00-2012-11-01 02:20:00,1
1456,32.0,2012-11-01 02:20:00-2012-11-01 02:40:00,9
4437,72.0,2012-11-01 02:20:00-2012-11-01 02:40:00,6
757,22.0,2012-11-01 02:20:00-2012-11-01 02:40:00,5
966,25.0,2012-11-01 02:20:00-2012-11-01 02:40:00,10
4727,76.0,2012-11-01 02:20:00-2012-11-01 02:40:00,7
4073,67.0,2012-11-01 02:20:00-2012-11-01 02:40:00,42
2630,48.0,2012-11-01 02:20:00-2012-11-01 02:40:00,26
4655,75.0,2012-11-01 02:20:00-2012-11-01 02:40:00,7
3020,53.0,2012-11-01 02:20:00-2012-11-01 02:40:00,12
392,16.0,2012-11-01 02:20:00-2012-11-01 02:40:00,4
5900,93.0,2012-11-01 02:20:00-2012-11-01 02:40:00,2
5503,87.0,2012-11-01 02:20:00-2012-11-01 02:40:00,6
5645,89.0,2012-11-01 02:20:00-2012-11-01 02:40:00,2
2948,52.0,2012-11-01 02:20:00-2012-11-01 02:40:00,8
1038,26.0,2012-11-01 02:20:00-2012-11-01 02:40:00,8
2485,46.0,2012-11-01 02:20:00-2012-11-01 02:40:00,23
1888,38.0,2012-11-01 02:20:00-2012-11-01 02:40:00,8
1599,34.0,2012-11-01 02:20:00-2012-11-01 02:40:00,8
5286,84.0,2012-11-01 02:20:00-2012-11-01 02:40:00,28
2342,44.0,2012-11-01 02:20:00-2012-11-01 02:40:00,2
4218,69.0,2012-11-01 02:20:00-2012-11-01 02:40:00,5
6113,96.0,2012-11-01 02:20:00-2012-11-01 02:40:00,10
5052,80.0,2012-11-01 02:20:00-2012-11-01 02:40:00,2
1250,29.0,2012-11-01 02:20:00-2012-11-01 02:40:00,1
4800,77.0,2012-11-01 02:20:00-2012-11-01 02:40:00,11
320,15.0,2012-11-01 02:20:00-2012-11-01 02:40:00,3
1526,33.0,2012-11-01 02:20:00-2012-11-01 02:40:00,15
5213,83.0,2012-11-01 02:20:00-2012-11-01 02:40:00,10
5358,85.0,2012-11-01 02:20:00-2012-11-01 02:40:00,15
3713,62.0,2012-11-01 02:20:00-2012-11-01 02:40:00,6
2412,45.0,2012-11-01 02:20:00-2012-11-01 02:40:00,9
825,23.0,2012-11-01 02:20:00-2012-11-01 02:40:00,6
2199,42.0,2012-11-01 02:20:00-2012-11-01 02:40:00,4
3853,64.0,2012-11-01 02:20:00-2012-11-01 02:40:00,18
3165,55.0,2012-11-01 02:20:00-2012-11-01 02:40:00,11
3384,58.0,2012-11-01 02:20:00-2012-11-01 02:40:00,29
4944,79.0,2012-11-01 02:20:00-2012-11-01 02:40:00,2
3782,63.0,2012-11-01 02:20:00-2012-11-01 02:40:00,20
2128,41.0,2012-11-01 02:20:00-2012-11-01 02:40:00,1
3458,59.0,2012-11-01 02:20:00-2012-11-01 02:40:00,11
4146,68.0,2012-11-01 02:20:00-2012-11-01 02:40:00,39
4509,73.0,2012-11-01 02:20:00-2012-11-01 02:40:00,13
119,12.0,2012-11-01 02:20:00-2012-11-01 02:40:00,2
896,24.0,2012-11-01 02:20:00-2012-11-01 02:40:00,6
1744,36.0,2012-11-01 02:20:00-2012-11-01 02:40:00,5
2558,47.0,2012-11-01 02:20:00-2012-11-01 02:40:00,11
5971,94.0,2012-11-01 02:20:00-2012-11-01 02:40:00,6
4000,66.0,2012-11-01 02:20:00-2012-11-01 02:40:00,38
5575,88.0,2012-11-01 02:20:00-2012-11-01 02:40:00,7
186,13.0,2012-11-01 02:20:00-2012-11-01 02:40:00,3
1110,27.0,2012-11-01 02:20:00-2012-11-01 02:40:00,9
5431,86.0,2012-11-01 02:20:00-2012-11-01 02:40:00,13
4286,7.0,2012-11-01 02:20:00-2012-11-01 02:40:00,1
4582,74.0,2012-11-01 02:20:00-2012-11-01 02:40:00,7
2270,43.0,2012-11-01 02:20:00-2012-11-01 02:40:00,17
3927,65.0,2012-11-01 02:20:00-2012-11-01 02:40:00,14
1816,37.0,2012-11-01 02:20:00-2012-11-01 02:40:00,3
4873,78.0,2012-11-01 02:20:00-2012-11-01 02:40:00,10
3311,57.0,2012-11-01 02:20:00-2012-11-01 02:40:00,47
3238,56.0,2012-11-01 02:20:00-2012-11-01 02:40:00,14
6183,97.0,2012-11-01 02:20:00-2012-11-01 02:40:00,3
2702,49.0,2012-11-01 02:20:00-2012-11-01 02:40:00,6
253,14.0,2012-11-01 02:20:00-2012-11-01 02:40:00,2
2879,51.0,2012-11-01 02:20:00-2012-11-01 02:40:00,1
1673,35.0,2012-11-01 02:20:00-2012-11-01 02:40:00,18
6043,95.0,2012-11-01 02:20:00-2012-11-01 02:40:00,5
3094,54.0,2012-11-01 02:20:00-2012-11-01 02:40:00,6
6251,98.0,2012-11-01 02:20:00-2012-11-01 02:40:00,2
1388,31.0,2012-11-01 02:20:00-2012-11-01 02:40:00,1
3590,60.0,2012-11-01 02:20:00-2012-11-01 02:40:00,5
5287,84.0,2012-11-01 02:40:00-2012-11-01 03:00:00,19
2949,52.0,2012-11-01 02:40:00-2012-11-01 03:00:00,6
2880,51.0,2012-11-01 02:40:00-2012-11-01 03:00:00,1
1251,29.0,2012-11-01 02:40:00-2012-11-01 03:00:00,2
1111,27.0,2012-11-01 02:40:00-2012-11-01 03:00:00,11
3928,65.0,2012-11-01 02:40:00-2012-11-01 03:00:00,10
3854,64.0,2012-11-01 02:40:00-2012-11-01 03:00:00,14
5504,87.0,2012-11-01 02:40:00-2012-11-01 03:00:00,7
5711,9.0,2012-11-01 02:40:00-2012-11-01 03:00:00,2
826,23.0,2012-11-01 02:40:00-2012-11-01 03:00:00,5
897,24.0,2012-11-01 02:40:00-2012-11-01 03:00:00,4
1457,32.0,2012-11-01 02:40:00-2012-11-01 03:00:00,3
967,25.0,2012-11-01 02:40:00-2012-11-01 03:00:00,7
5646,89.0,2012-11-01 02:40:00-2012-11-01 03:00:00,1
3095,54.0,2012-11-01 02:40:00-2012-11-01 03:00:00,2
758,22.0,2012-11-01 02:40:00-2012-11-01 03:00:00,7
3021,53.0,2012-11-01 02:40:00-2012-11-01 03:00:00,12
5576,88.0,2012-11-01 02:40:00-2012-11-01 03:00:00,5
3783,63.0,2012-11-01 02:40:00-2012-11-01 03:00:00,9
1182,28.0,2012-11-01 02:40:00-2012-11-01 03:00:00,5
5359,85.0,2012-11-01 02:40:00-2012-11-01 03:00:00,7
3166,55.0,2012-11-01 02:40:00-2012-11-01 03:00:00,5
1039,26.0,2012-11-01 02:40:00-2012-11-01 03:00:00,10
5214,83.0,2012-11-01 02:40:00-2012-11-01 03:00:00,4
1527,33.0,2012-11-01 02:40:00-2012-11-01 03:00:00,21
4001,66.0,2012-11-01 02:40:00-2012-11-01 03:00:00,18
5432,86.0,2012-11-01 02:40:00-2012-11-01 03:00:00,6
1745,36.0,2012-11-01 02:40:00-2012-11-01 03:00:00,1
2271,43.0,2012-11-01 02:40:00-2012-11-01 03:00:00,11
2343,44.0,2012-11-01 02:40:00-2012-11-01 03:00:00,12
4945,79.0,2012-11-01 02:40:00-2012-11-01 03:00:00,6
461,17.0,2012-11-01 02:40:00-2012-11-01 03:00:00,1
4287,7.0,2012-11-01 02:40:00-2012-11-01 03:00:00,2
4874,78.0,2012-11-01 02:40:00-2012-11-01 03:00:00,7
3239,56.0,2012-11-01 02:40:00-2012-11-01 03:00:00,6
2200,42.0,2012-11-01 02:40:00-2012-11-01 03:00:00,9
3459,59.0,2012-11-01 02:40:00-2012-11-01 03:00:00,7
2703,49.0,2012-11-01 02:40:00-2012-11-01 03:00:00,4
1674,35.0,2012-11-01 02:40:00-2012-11-01 03:00:00,8
6044,95.0,2012-11-01 02:40:00-2012-11-01 03:00:00,11
4219,69.0,2012-11-01 02:40:00-2012-11-01 03:00:00,3
2486,46.0,2012-11-01 02:40:00-2012-11-01 03:00:00,20
2559,47.0,2012-11-01 02:40:00-2012-11-01 03:00:00,11
4728,76.0,2012-11-01 02:40:00-2012-11-01 03:00:00,7
6114,96.0,2012-11-01 02:40:00-2012-11-01 03:00:00,10
4438,72.0,2012-11-01 02:40:00-2012-11-01 03:00:00,9
321,15.0,2012-11-01 02:40:00-2012-11-01 03:00:00,2
4074,67.0,2012-11-01 02:40:00-2012-11-01 03:00:00,33
5972,94.0,2012-11-01 02:40:00-2012-11-01 03:00:00,12
4583,74.0,2012-11-01 02:40:00-2012-11-01 03:00:00,5
4510,73.0,2012-11-01 02:40:00-2012-11-01 03:00:00,9
6252,98.0,2012-11-01 02:40:00-2012-11-01 03:00:00,13
5901,93.0,2012-11-01 02:40:00-2012-11-01 03:00:00,3
4147,68.0,2012-11-01 02:40:00-2012-11-01 03:00:00,41
2413,45.0,2012-11-01 02:40:00-2012-11-01 03:00:00,11
6184,97.0,2012-11-01 02:40:00-2012-11-01 03:00:00,4
254,14.0,2012-11-01 02:40:00-2012-11-01 03:00:00,1
393,16.0,2012-11-01 02:40:00-2012-11-01 03:00:00,3
4656,75.0,2012-11-01 02:40:00-2012-11-01 03:00:00,2
3714,62.0,2012-11-01 02:40:00-2012-11-01 03:00:00,1
1600,34.0,2012-11-01 02:40:00-2012-11-01 03:00:00,11
120,12.0,2012-11-01 02:40:00-2012-11-01 03:00:00,1
1817,37.0,2012-11-01 02:40:00-2012-11-01 03:00:00,5
3312,57.0,2012-11-01 02:40:00-2012-11-01 03:00:00,38
4801,77.0,2012-11-01 02:40:00-2012-11-01 03:00:00,5
2631,48.0,2012-11-01 02:40:00-2012-11-01 03:00:00,22
3385,58.0,2012-11-01 02:40:00-2012-11-01 03:00:00,18
3591,60.0,2012-11-01 02:40:00-2012-11-01 03:00:00,4
1889,38.0,2012-11-01 02:40:00-2012-11-01 03:00:00,16
2272,43.0,2012-11-01 03:00:00-2012-11-01 03:20:00,10
5973,94.0,2012-11-01 03:00:00-2012-11-01 03:20:00,7
3525,6.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
5215,83.0,2012-11-01 03:00:00-2012-11-01 03:20:00,6
5288,84.0,2012-11-01 03:00:00-2012-11-01 03:20:00,18
4148,68.0,2012-11-01 03:00:00-2012-11-01 03:20:00,28
1958,39.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
3651,61.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
968,25.0,2012-11-01 03:00:00-2012-11-01 03:20:00,6
187,13.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
1746,36.0,2012-11-01 03:00:00-2012-11-01 03:20:00,4
394,16.0,2012-11-01 03:00:00-2012-11-01 03:20:00,3
1890,38.0,2012-11-01 03:00:00-2012-11-01 03:20:00,9
121,12.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
5433,86.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
2487,46.0,2012-11-01 03:00:00-2012-11-01 03:20:00,16
6185,97.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
4729,76.0,2012-11-01 03:00:00-2012-11-01 03:20:00,9
1112,27.0,2012-11-01 03:00:00-2012-11-01 03:20:00,5
1818,37.0,2012-11-01 03:00:00-2012-11-01 03:20:00,3
3784,63.0,2012-11-01 03:00:00-2012-11-01 03:20:00,11
2704,49.0,2012-11-01 03:00:00-2012-11-01 03:20:00,9
3855,64.0,2012-11-01 03:00:00-2012-11-01 03:20:00,8
4802,77.0,2012-11-01 03:00:00-2012-11-01 03:20:00,7
3313,57.0,2012-11-01 03:00:00-2012-11-01 03:20:00,38
1252,29.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
2201,42.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
4875,78.0,2012-11-01 03:00:00-2012-11-01 03:20:00,9
462,17.0,2012-11-01 03:00:00-2012-11-01 03:20:00,3
6253,98.0,2012-11-01 03:00:00-2012-11-01 03:20:00,7
4946,79.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
4511,73.0,2012-11-01 03:00:00-2012-11-01 03:20:00,15
3096,54.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
5360,85.0,2012-11-01 03:00:00-2012-11-01 03:20:00,8
2129,41.0,2012-11-01 03:00:00-2012-11-01 03:20:00,3
2950,52.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
1040,26.0,2012-11-01 03:00:00-2012-11-01 03:20:00,14
3460,59.0,2012-11-01 03:00:00-2012-11-01 03:20:00,11
5505,87.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
3240,56.0,2012-11-01 03:00:00-2012-11-01 03:20:00,6
3929,65.0,2012-11-01 03:00:00-2012-11-01 03:20:00,8
5834,92.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
2344,44.0,2012-11-01 03:00:00-2012-11-01 03:20:00,7
3386,58.0,2012-11-01 03:00:00-2012-11-01 03:20:00,25
4584,74.0,2012-11-01 03:00:00-2012-11-01 03:20:00,11
5902,93.0,2012-11-01 03:00:00-2012-11-01 03:20:00,3
3592,60.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
2414,45.0,2012-11-01 03:00:00-2012-11-01 03:20:00,8
2632,48.0,2012-11-01 03:00:00-2012-11-01 03:20:00,13
2813,50.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
4657,75.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
6115,96.0,2012-11-01 03:00:00-2012-11-01 03:20:00,11
3167,55.0,2012-11-01 03:00:00-2012-11-01 03:20:00,3
322,15.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
4439,72.0,2012-11-01 03:00:00-2012-11-01 03:20:00,9
4002,66.0,2012-11-01 03:00:00-2012-11-01 03:20:00,11
1601,34.0,2012-11-01 03:00:00-2012-11-01 03:20:00,11
4075,67.0,2012-11-01 03:00:00-2012-11-01 03:20:00,37
2560,47.0,2012-11-01 03:00:00-2012-11-01 03:20:00,15
1528,33.0,2012-11-01 03:00:00-2012-11-01 03:20:00,17
54,11.0,2012-11-01 03:00:00-2012-11-01 03:20:00,1
3022,53.0,2012-11-01 03:00:00-2012-11-01 03:20:00,7
3715,62.0,2012-11-01 03:00:00-2012-11-01 03:20:00,2
4220,69.0,2012-11-01 03:00:00-2012-11-01 03:20:00,5
827,23.0,2012-11-01 03:00:00-2012-11-01 03:20:00,5
1675,35.0,2012-11-01 03:00:00-2012-11-01 03:20:00,4
255,14.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
1113,27.0,2012-11-01 03:20:00-2012-11-01 03:40:00,6
4658,75.0,2012-11-01 03:20:00-2012-11-01 03:40:00,8
4585,74.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
4803,77.0,2012-11-01 03:20:00-2012-11-01 03:40:00,7
5647,89.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
4512,73.0,2012-11-01 03:20:00-2012-11-01 03:40:00,8
759,22.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
395,16.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
5216,83.0,2012-11-01 03:20:00-2012-11-01 03:40:00,4
898,24.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
3856,64.0,2012-11-01 03:20:00-2012-11-01 03:40:00,9
2633,48.0,2012-11-01 03:20:00-2012-11-01 03:40:00,12
188,13.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
323,15.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
6116,96.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
3930,65.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
4730,76.0,2012-11-01 03:20:00-2012-11-01 03:40:00,5
828,23.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
6254,98.0,2012-11-01 03:20:00-2012-11-01 03:40:00,5
2561,47.0,2012-11-01 03:20:00-2012-11-01 03:40:00,11
4221,69.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
5361,85.0,2012-11-01 03:20:00-2012-11-01 03:40:00,5
2202,42.0,2012-11-01 03:20:00-2012-11-01 03:40:00,8
2951,52.0,2012-11-01 03:20:00-2012-11-01 03:40:00,5
5289,84.0,2012-11-01 03:20:00-2012-11-01 03:40:00,10
1891,38.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
1183,28.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
3593,60.0,2012-11-01 03:20:00-2012-11-01 03:40:00,4
3097,54.0,2012-11-01 03:20:00-2012-11-01 03:40:00,7
3387,58.0,2012-11-01 03:20:00-2012-11-01 03:40:00,13
611,2.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
2071,40.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
1602,34.0,2012-11-01 03:20:00-2012-11-01 03:40:00,6
1747,36.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
4329,70.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
5903,93.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
3023,53.0,2012-11-01 03:20:00-2012-11-01 03:40:00,4
2345,44.0,2012-11-01 03:20:00-2012-11-01 03:40:00,9
1676,35.0,2012-11-01 03:20:00-2012-11-01 03:40:00,8
2488,46.0,2012-11-01 03:20:00-2012-11-01 03:40:00,8
5434,86.0,2012-11-01 03:20:00-2012-11-01 03:40:00,6
969,25.0,2012-11-01 03:20:00-2012-11-01 03:40:00,1
3461,59.0,2012-11-01 03:20:00-2012-11-01 03:40:00,8
1041,26.0,2012-11-01 03:20:00-2012-11-01 03:40:00,9
3241,56.0,2012-11-01 03:20:00-2012-11-01 03:40:00,12
2705,49.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
5974,94.0,2012-11-01 03:20:00-2012-11-01 03:40:00,4
1458,32.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
4876,78.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
1529,33.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
1389,31.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
2273,43.0,2012-11-01 03:20:00-2012-11-01 03:40:00,10
5053,80.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
4076,67.0,2012-11-01 03:20:00-2012-11-01 03:40:00,38
5577,88.0,2012-11-01 03:20:00-2012-11-01 03:40:00,4
4003,66.0,2012-11-01 03:20:00-2012-11-01 03:40:00,17
3716,62.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
4440,72.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
5506,87.0,2012-11-01 03:20:00-2012-11-01 03:40:00,4
4149,68.0,2012-11-01 03:20:00-2012-11-01 03:40:00,21
3785,63.0,2012-11-01 03:20:00-2012-11-01 03:40:00,8
122,12.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
1819,37.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
4947,79.0,2012-11-01 03:20:00-2012-11-01 03:40:00,2
2415,45.0,2012-11-01 03:20:00-2012-11-01 03:40:00,7
3314,57.0,2012-11-01 03:20:00-2012-11-01 03:40:00,37
6045,95.0,2012-11-01 03:20:00-2012-11-01 03:40:00,10
3168,55.0,2012-11-01 03:20:00-2012-11-01 03:40:00,3
3169,55.0,2012-11-01 03:40:00-2012-11-01 04:00:00,2
3024,53.0,2012-11-01 03:40:00-2012-11-01 04:00:00,4
3242,56.0,2012-11-01 03:40:00-2012-11-01 04:00:00,9
2562,47.0,2012-11-01 03:40:00-2012-11-01 04:00:00,7
55,11.0,2012-11-01 03:40:00-2012-11-01 04:00:00,1
6117,96.0,2012-11-01 03:40:00-2012-11-01 04:00:00,9
4948,79.0,2012-11-01 03:40:00-2012-11-01 04:00:00,2
